Instance_number,'True Positives','False Negatives','False Positives','True Negatives','False Positive Rate','True Positive Rate',Precision,Recall,Fallout,FMeasure,'Sample Size',Lift,Threshold
6697,1163,4937,1388,20425,0.063632,0.190656,0.4559,0.190656,0.5441,0.268871,0.091391,2.086152,0.43986
6698,1162,4938,1384,20429,0.063448,0.190492,0.456402,0.190492,0.543598,0.268795,0.091212,2.088452,0.439962
6699,1161,4939,1382,20431,0.063357,0.190328,0.456547,0.190328,0.543453,0.268657,0.091105,2.089116,0.439964
6700,1160,4940,1382,20431,0.063357,0.190164,0.456334,0.190164,0.543666,0.268456,0.091069,2.088138,0.44013
6701,1158,4942,1381,20432,0.063311,0.189836,0.456085,0.189836,0.543915,0.268087,0.090961,2.087,0.440164
6702,1158,4942,1380,20433,0.063265,0.189836,0.456265,0.189836,0.543735,0.268118,0.090925,2.087823,0.440198
6703,1158,4942,1379,20434,0.063219,0.189836,0.456445,0.189836,0.543555,0.268149,0.09089,2.088646,0.44029
6704,1157,4943,1379,20434,0.063219,0.189672,0.45623,0.189672,0.54377,0.267948,0.090854,2.087665,0.440546
6705,1156,4944,1379,20434,0.063219,0.189508,0.456016,0.189508,0.543984,0.267748,0.090818,2.086683,0.440744
6706,1156,4944,1378,20435,0.063173,0.189508,0.456196,0.189508,0.543804,0.267779,0.090782,2.087507,0.440745
6707,1154,4946,1377,20436,0.063127,0.18918,0.455946,0.18918,0.544054,0.267408,0.090675,2.086365,0.440752
6708,1154,4946,1376,20437,0.063082,0.18918,0.456126,0.18918,0.543874,0.267439,0.090639,2.08719,0.440758
6709,1152,4948,1376,20437,0.063082,0.188852,0.455696,0.188852,0.544304,0.267038,0.090567,2.085221,0.440774
6710,1151,4949,1376,20437,0.063082,0.188689,0.455481,0.188689,0.544519,0.266837,0.090531,2.084235,0.441047
6711,1150,4950,1376,20437,0.063082,0.188525,0.455265,0.188525,0.544735,0.266636,0.090495,2.083249,0.441091
6712,1150,4950,1375,20438,0.063036,0.188525,0.455446,0.188525,0.544554,0.266667,0.09046,2.084074,0.441159
6713,1150,4950,1372,20441,0.062898,0.188525,0.455987,0.188525,0.544013,0.266759,0.090352,2.086553,0.441187
6714,1150,4950,1371,20442,0.062852,0.188525,0.456168,0.188525,0.543832,0.26679,0.090316,2.087381,0.441333
6715,1150,4950,1370,20443,0.062807,0.188525,0.456349,0.188525,0.543651,0.266821,0.090281,2.088209,0.441524
6716,1150,4950,1369,20444,0.062761,0.188525,0.45653,0.188525,0.54347,0.266852,0.090245,2.089038,0.441667
6717,1150,4950,1368,20445,0.062715,0.188525,0.456712,0.188525,0.543288,0.266883,0.090209,2.089868,0.441667
6718,1150,4950,1367,20446,0.062669,0.188525,0.456893,0.188525,0.543107,0.266914,0.090173,2.090698,0.441802
6719,1150,4950,1366,20447,0.062623,0.188525,0.457075,0.188525,0.542925,0.266945,0.090137,2.091529,0.442049
6720,1149,4951,1366,20447,0.062623,0.188361,0.456859,0.188361,0.543141,0.266744,0.090101,2.090541,0.442073
6721,1149,4951,1364,20449,0.062532,0.188361,0.457222,0.188361,0.542778,0.266806,0.09003,2.092205,0.442333
6722,1149,4951,1363,20450,0.062486,0.188361,0.457404,0.188361,0.542596,0.266837,0.089994,2.093038,0.442585
6723,1149,4951,1362,20451,0.06244,0.188361,0.457587,0.188361,0.542413,0.266868,0.089958,2.093871,0.442592
6724,1147,4953,1358,20455,0.062256,0.188033,0.457884,0.188033,0.542116,0.266589,0.089743,2.095233,0.443013
6725,1147,4953,1357,20456,0.062211,0.188033,0.458067,0.188033,0.541933,0.26662,0.089707,2.09607,0.443142
6726,1146,4954,1357,20456,0.062211,0.187869,0.457851,0.187869,0.542149,0.266419,0.089671,2.095079,0.443227
6727,1145,4955,1357,20456,0.062211,0.187705,0.457634,0.187705,0.542366,0.266217,0.089636,2.094088,0.443247
6728,1145,4955,1356,20457,0.062165,0.187705,0.457817,0.187705,0.542183,0.266248,0.0896,2.094925,0.443333
6729,1145,4955,1355,20458,0.062119,0.187705,0.458,0.187705,0.542,0.266279,0.089564,2.095763,0.443434
6730,1144,4956,1355,20458,0.062119,0.187541,0.457783,0.187541,0.542217,0.266077,0.089528,2.09477,0.443681
6731,1142,4958,1354,20459,0.062073,0.187213,0.457532,0.187213,0.542468,0.265705,0.089421,2.093622,0.443747
6732,1140,4960,1347,20466,0.061752,0.186885,0.458384,0.186885,0.541616,0.265518,0.089098,2.097518,0.443806
6733,1139,4961,1347,20466,0.061752,0.186721,0.458166,0.186721,0.541834,0.265316,0.089062,2.096521,0.443829
6734,1138,4962,1347,20466,0.061752,0.186557,0.457948,0.186557,0.542052,0.265114,0.089027,2.095524,0.444
6735,1137,4963,1347,20466,0.061752,0.186393,0.457729,0.186393,0.542271,0.264911,0.088991,2.094525,0.444155
6736,1137,4963,1346,20467,0.061706,0.186393,0.457914,0.186393,0.542086,0.264942,0.088955,2.095369,0.444271
6737,1137,4963,1345,20468,0.06166,0.186393,0.458098,0.186393,0.541902,0.264973,0.088919,2.096213,0.444273
6738,1137,4963,1344,20469,0.061615,0.186393,0.458283,0.186393,0.541717,0.265004,0.088883,2.097058,0.444549
6739,1136,4964,1344,20469,0.061615,0.18623,0.458065,0.18623,0.541935,0.264802,0.088847,2.096058,0.444638
6740,1135,4965,1344,20469,0.061615,0.186066,0.457846,0.186066,0.542154,0.2646,0.088812,2.095058,0.444699
6741,1135,4965,1341,20472,0.061477,0.186066,0.458401,0.186066,0.541599,0.264692,0.088704,2.097596,0.444714
6742,1135,4965,1340,20473,0.061431,0.186066,0.458586,0.186066,0.541414,0.264723,0.088668,2.098444,0.444762
6743,1134,4966,1340,20473,0.061431,0.185902,0.458367,0.185902,0.541633,0.264521,0.088633,2.097442,0.444777
6744,1133,4967,1340,20473,0.061431,0.185738,0.458148,0.185738,0.541852,0.264318,0.088597,2.09644,0.445097
6745,1133,4967,1338,20475,0.06134,0.185738,0.458519,0.185738,0.541481,0.26438,0.088525,2.098137,0.445109
6746,1133,4967,1335,20478,0.061202,0.185738,0.459076,0.185738,0.540924,0.264472,0.088418,2.100687,0.445358
6747,1132,4968,1335,20478,0.061202,0.185574,0.458857,0.185574,0.541143,0.26427,0.088382,2.099684,0.445363
6748,1131,4969,1335,20478,0.061202,0.18541,0.458637,0.18541,0.541363,0.264067,0.088346,2.09868,0.445571
6749,1130,4970,1333,20480,0.06111,0.185246,0.45879,0.185246,0.54121,0.263926,0.088238,2.099378,0.446013
6750,1128,4972,1327,20486,0.060835,0.184918,0.45947,0.184918,0.54053,0.263705,0.087952,2.102492,0.446068
6751,1128,4972,1326,20487,0.060789,0.184918,0.459658,0.184918,0.540342,0.263736,0.087916,2.103348,0.446082
6752,1127,4973,1326,20487,0.060789,0.184754,0.459437,0.184754,0.540563,0.263533,0.08788,2.10234,0.446167
6753,1127,4973,1325,20488,0.060744,0.184754,0.459625,0.184754,0.540375,0.263564,0.087844,2.103198,0.446198
6754,1126,4974,1325,20488,0.060744,0.18459,0.459404,0.18459,0.540596,0.263361,0.087809,2.102189,0.446211
6755,1126,4974,1324,20489,0.060698,0.18459,0.459592,0.18459,0.540408,0.263392,0.087773,2.103047,0.44626
6756,1125,4975,1324,20489,0.060698,0.184426,0.459371,0.184426,0.540629,0.263189,0.087737,2.102037,0.44641
6757,1124,4976,1323,20490,0.060652,0.184262,0.459338,0.184262,0.540662,0.263016,0.087665,2.101885,0.447217
6758,1124,4976,1322,20491,0.060606,0.184262,0.459526,0.184262,0.540474,0.263047,0.087629,2.102745,0.447333
6759,1123,4977,1322,20491,0.060606,0.184098,0.459305,0.184098,0.540695,0.262844,0.087594,2.101733,0.4475
6760,1122,4978,1322,20491,0.060606,0.183934,0.459083,0.183934,0.540917,0.26264,0.087558,2.100721,0.447623
6761,1121,4979,1322,20491,0.060606,0.18377,0.458862,0.18377,0.541138,0.262437,0.087522,2.099708,0.447667
6762,1120,4980,1322,20491,0.060606,0.183607,0.45864,0.183607,0.54136,0.262234,0.087486,2.098694,0.447762
6763,1120,4980,1321,20492,0.06056,0.183607,0.458828,0.183607,0.541172,0.262264,0.08745,2.099553,0.44783
6764,1120,4980,1320,20493,0.060514,0.183607,0.459016,0.183607,0.540984,0.262295,0.087414,2.100414,0.448154
6765,1119,4981,1320,20493,0.060514,0.183443,0.458795,0.183443,0.541205,0.262092,0.087379,2.099399,0.448252
6766,1118,4982,1320,20493,0.060514,0.183279,0.458573,0.183279,0.541427,0.261888,0.087343,2.098383,0.448381
6767,1113,4987,1311,20502,0.060102,0.182459,0.459158,0.182459,0.540842,0.261145,0.086841,2.101064,0.448494
6768,1111,4989,1311,20502,0.060102,0.182131,0.458712,0.182131,0.541288,0.260737,0.08677,2.09902,0.448502
6769,1110,4990,1309,20504,0.06001,0.181967,0.458867,0.181967,0.541133,0.260594,0.086662,2.099732,0.448502
6770,1109,4991,1309,20504,0.06001,0.181803,0.458644,0.181803,0.541356,0.26039,0.086626,2.098708,0.448857
6771,1109,4991,1308,20505,0.059964,0.181803,0.458833,0.181803,0.541167,0.26042,0.08659,2.099576,0.449004
6772,1108,4992,1308,20505,0.059964,0.181639,0.458609,0.181639,0.541391,0.260216,0.086555,2.098551,0.449167
6773,1107,4993,1308,20505,0.059964,0.181475,0.458385,0.181475,0.541615,0.260012,0.086519,2.097525,0.4495
6774,1107,4993,1307,20506,0.059918,0.181475,0.458575,0.181475,0.541425,0.260042,0.086483,2.098394,0.449556
6775,1106,4994,1307,20506,0.059918,0.181311,0.458351,0.181311,0.541649,0.259838,0.086447,2.097367,0.449677
6776,1106,4994,1306,20507,0.059873,0.181311,0.458541,0.181311,0.541459,0.259868,0.086411,2.098237,0.449988
6777,1106,4994,1305,20508,0.059827,0.181311,0.458731,0.181311,0.541269,0.259899,0.086376,2.099107,0.45
6778,1105,4995,1305,20508,0.059827,0.181148,0.458506,0.181148,0.541494,0.259694,0.08634,2.098079,0.450447
6779,1104,4996,1305,20508,0.059827,0.180984,0.458281,0.180984,0.541719,0.25949,0.086304,2.097051,0.450653
6780,1103,4997,1305,20508,0.059827,0.18082,0.458056,0.18082,0.541944,0.259285,0.086268,2.096021,0.450677
6781,1103,4997,1304,20509,0.059781,0.18082,0.458247,0.18082,0.541753,0.259316,0.086232,2.096892,0.450818
6782,1103,4997,1303,20510,0.059735,0.18082,0.458437,0.18082,0.541563,0.259346,0.086196,2.097764,0.451209
6783,1103,4997,1302,20511,0.059689,0.18082,0.458628,0.18082,0.541372,0.259377,0.086161,2.098636,0.451714
6784,1103,4997,1301,20512,0.059643,0.18082,0.458819,0.18082,0.541181,0.259407,0.086125,2.099509,0.451856
6785,1103,4997,1300,20513,0.059597,0.18082,0.45901,0.18082,0.54099,0.259438,0.086089,2.100383,0.451966
6786,1103,4997,1299,20514,0.059552,0.18082,0.459201,0.18082,0.540799,0.259468,0.086053,2.101257,0.451974
6787,1103,4997,1298,20515,0.059506,0.18082,0.459392,0.18082,0.540608,0.259499,0.086017,2.102132,0.452097
6788,1103,4997,1297,20516,0.05946,0.18082,0.459583,0.18082,0.540417,0.259529,0.085981,2.103008,0.45211
6789,1102,4998,1297,20516,0.05946,0.180656,0.459358,0.180656,0.540642,0.259325,0.085946,2.101977,0.452167
6790,1101,4999,1297,20516,0.05946,0.180492,0.459133,0.180492,0.540867,0.25912,0.08591,2.100946,0.4525
6791,1100,5000,1297,20516,0.05946,0.180328,0.458907,0.180328,0.541093,0.258915,0.085874,2.099913,0.4525
6792,1100,5000,1296,20517,0.059414,0.180328,0.459098,0.180328,0.540902,0.258945,0.085838,2.10079,0.452643
6793,1099,5001,1296,20517,0.059414,0.180164,0.458873,0.180164,0.541127,0.25874,0.085802,2.099756,0.452992
6794,1099,5001,1295,20518,0.059368,0.180164,0.459064,0.180164,0.540936,0.258771,0.085766,2.100633,0.453013
6795,1099,5001,1294,20519,0.059322,0.180164,0.459256,0.180164,0.540744,0.258801,0.085731,2.101511,0.453429
6796,1098,5002,1292,20521,0.059231,0.18,0.459414,0.18,0.540586,0.258657,0.085623,2.102234,0.453611
6797,1097,5003,1292,20521,0.059231,0.179836,0.459188,0.179836,0.540812,0.258452,0.085587,2.101199,0.453757
6798,1096,5004,1292,20521,0.059231,0.179672,0.458961,0.179672,0.541039,0.258247,0.085552,2.100163,0.454024
6799,1096,5004,1291,20522,0.059185,0.179672,0.459154,0.179672,0.540846,0.258277,0.085516,2.101042,0.454063
6800,1096,5004,1290,20523,0.059139,0.179672,0.459346,0.179672,0.540654,0.258308,0.08548,2.101923,0.454155
6801,1096,5004,1289,20524,0.059093,0.179672,0.459539,0.179672,0.540461,0.258338,0.085444,2.102804,0.454482
6802,1096,5004,1288,20525,0.059047,0.179672,0.459732,0.179672,0.540268,0.258369,0.085408,2.103686,0.45454
6803,1095,5005,1288,20525,0.059047,0.179508,0.459505,0.179508,0.540495,0.258163,0.085372,2.102649,0.454947
6804,1094,5006,1288,20525,0.059047,0.179344,0.459278,0.179344,0.540722,0.257958,0.085337,2.101611,0.455139
6805,1094,5006,1287,20526,0.059002,0.179344,0.459471,0.179344,0.540529,0.257988,0.085301,2.102493,0.455205
6806,1094,5006,1285,20528,0.05891,0.179344,0.459857,0.179344,0.540143,0.258049,0.085229,2.104261,0.455333
6807,1093,5007,1285,20528,0.05891,0.17918,0.45963,0.17918,0.54037,0.257844,0.085193,2.103221,0.455482
6808,1093,5007,1284,20529,0.058864,0.17918,0.459823,0.17918,0.540177,0.257874,0.085157,2.104106,0.455609
6809,1092,5008,1283,20530,0.058818,0.179016,0.459789,0.179016,0.540211,0.257699,0.085086,2.103951,0.455614
6810,1091,5009,1283,20530,0.058818,0.178852,0.459562,0.178852,0.540438,0.257494,0.08505,2.10291,0.455833
6811,1091,5009,1282,20531,0.058772,0.178852,0.459756,0.178852,0.540244,0.257524,0.085014,2.103796,0.455926
6812,1091,5009,1281,20532,0.058726,0.178852,0.459949,0.178852,0.540051,0.257554,0.084978,2.104683,0.456028
6813,1091,5009,1280,20533,0.058681,0.178852,0.460143,0.178852,0.539857,0.257585,0.084942,2.105571,0.456229
6814,1091,5009,1279,20534,0.058635,0.178852,0.460338,0.178852,0.539662,0.257615,0.084907,2.106459,0.456608
6815,1091,5009,1278,20535,0.058589,0.178852,0.460532,0.178852,0.539468,0.257646,0.084871,2.107349,0.456661
6816,1091,5009,1276,20537,0.058497,0.178852,0.460921,0.178852,0.539079,0.257706,0.084799,2.109129,0.456676
6817,1090,5010,1276,20537,0.058497,0.178689,0.460693,0.178689,0.539307,0.257501,0.084763,2.108087,0.456683
6818,1090,5010,1275,20538,0.058451,0.178689,0.460888,0.178689,0.539112,0.257531,0.084728,2.108978,0.45677
6819,1089,5011,1275,20538,0.058451,0.178525,0.46066,0.178525,0.53934,0.257325,0.084692,2.107934,0.456907
6820,1089,5011,1272,20541,0.058314,0.178525,0.461245,0.178525,0.538755,0.257416,0.084584,2.110613,0.457062
6821,1088,5012,1272,20541,0.058314,0.178361,0.461017,0.178361,0.538983,0.25721,0.084548,2.109568,0.4575
6822,1087,5013,1272,20541,0.058314,0.178197,0.460788,0.178197,0.539212,0.257004,0.084513,2.108523,0.457524
6823,1087,5013,1271,20542,0.058268,0.178197,0.460984,0.178197,0.539016,0.257035,0.084477,2.109417,0.457544
6824,1087,5013,1270,20543,0.058222,0.178197,0.461179,0.178197,0.538821,0.257065,0.084441,2.110312,0.457556
6825,1087,5013,1268,20545,0.05813,0.178197,0.461571,0.178197,0.538429,0.257126,0.084369,2.112104,0.457597
6826,1087,5013,1267,20546,0.058085,0.178197,0.461767,0.178197,0.538233,0.257156,0.084333,2.113001,0.45765
6827,1087,5013,1266,20547,0.058039,0.178197,0.461963,0.178197,0.538037,0.257187,0.084298,2.113899,0.457928
6828,1087,5013,1265,20548,0.057993,0.178197,0.46216,0.178197,0.53784,0.257217,0.084262,2.114798,0.457982
6829,1087,5013,1263,20550,0.057901,0.178197,0.462553,0.178197,0.537447,0.257278,0.08419,2.116598,0.457989
6830,1087,5013,1262,20551,0.057855,0.178197,0.46275,0.178197,0.53725,0.257309,0.084154,2.117499,0.458029
6831,1087,5013,1261,20552,0.05781,0.178197,0.462947,0.178197,0.537053,0.257339,0.084119,2.118401,0.458088
6832,1086,5014,1261,20552,0.05781,0.178033,0.462718,0.178033,0.537282,0.257133,0.084083,2.117354,0.458104
6833,1085,5015,1261,20552,0.05781,0.177869,0.462489,0.177869,0.537511,0.256926,0.084047,2.116306,0.458125
6834,1085,5015,1260,20553,0.057764,0.177869,0.462687,0.177869,0.537313,0.256957,0.084011,2.117208,0.458262
6835,1085,5015,1259,20554,0.057718,0.177869,0.462884,0.177869,0.537116,0.256987,0.083975,2.118111,0.45831
6836,1085,5015,1258,20555,0.057672,0.177869,0.463082,0.177869,0.536918,0.257018,0.083939,2.119015,0.458458
6837,1085,5015,1257,20556,0.057626,0.177869,0.463279,0.177869,0.536721,0.257048,0.083904,2.11992,0.458528
6838,1085,5015,1250,20563,0.057305,0.177869,0.464668,0.177869,0.535332,0.257261,0.083653,2.126275,0.458583
6839,1084,5016,1249,20564,0.057259,0.177705,0.464638,0.177705,0.535362,0.257085,0.083581,2.126137,0.45876
6840,1083,5017,1247,20566,0.057168,0.177541,0.464807,0.177541,0.535193,0.25694,0.083474,2.126911,0.458826
6841,1082,5018,1245,20568,0.057076,0.177377,0.464976,0.177377,0.535024,0.256794,0.083366,2.127686,0.458834
6842,1081,5019,1245,20568,0.057076,0.177213,0.464746,0.177213,0.535254,0.256587,0.08333,2.126634,0.458889
6843,1081,5019,1244,20569,0.05703,0.177213,0.464946,0.177213,0.535054,0.256617,0.083295,2.127548,0.458917
6844,1080,5020,1242,20571,0.056939,0.177049,0.465116,0.177049,0.534884,0.256471,0.083187,2.128326,0.458966
6845,1080,5020,1241,20572,0.056893,0.177049,0.465317,0.177049,0.534683,0.256502,0.083151,2.129243,0.459512
6846,1079,5021,1241,20572,0.056893,0.176885,0.465086,0.176885,0.534914,0.256295,0.083115,2.128189,0.46
6847,1078,5022,1238,20575,0.056755,0.176721,0.465458,0.176721,0.534542,0.256179,0.082972,2.129889,0.46
6848,1078,5022,1237,20576,0.056709,0.176721,0.465659,0.176721,0.534341,0.256209,0.082936,2.130809,0.460075
6849,1078,5022,1236,20577,0.056663,0.176721,0.46586,0.176721,0.53414,0.25624,0.0829,2.131729,0.460167
6850,1077,5023,1236,20577,0.056663,0.176557,0.465629,0.176557,0.534371,0.256032,0.082865,2.130673,0.460333
6851,1077,5023,1235,20578,0.056618,0.176557,0.46583,0.176557,0.53417,0.256063,0.082829,2.131594,0.460403
6852,1076,5024,1235,20578,0.056618,0.176393,0.465599,0.176393,0.534401,0.255855,0.082793,2.130537,0.460647
6853,1076,5024,1234,20579,0.056572,0.176393,0.465801,0.176393,0.534199,0.255886,0.082757,2.131459,0.461256
6854,1076,5024,1233,20580,0.056526,0.176393,0.466003,0.176393,0.533997,0.255916,0.082721,2.132382,0.461288
6855,1076,5024,1232,20581,0.05648,0.176393,0.466205,0.176393,0.533795,0.255947,0.082685,2.133306,0.461456
6856,1074,5026,1227,20586,0.056251,0.176066,0.466754,0.176066,0.533246,0.255684,0.082435,2.135818,0.461667
6857,1074,5026,1226,20587,0.056205,0.176066,0.466957,0.176066,0.533043,0.255714,0.082399,2.136747,0.461817
6858,1073,5027,1226,20587,0.056205,0.175902,0.466725,0.175902,0.533275,0.255507,0.082363,2.135686,0.462025
6859,1072,5028,1226,20587,0.056205,0.175738,0.466493,0.175738,0.533507,0.255299,0.082327,2.134624,0.462129
6860,1072,5028,1225,20588,0.056159,0.175738,0.466696,0.175738,0.533304,0.255329,0.082291,2.135554,0.46221
6861,1072,5028,1224,20589,0.056113,0.175738,0.466899,0.175738,0.533101,0.25536,0.082256,2.136484,0.462333
6862,1072,5028,1223,20590,0.056067,0.175738,0.467102,0.175738,0.532898,0.25539,0.08222,2.137415,0.462452
6863,1072,5028,1222,20591,0.056022,0.175738,0.467306,0.175738,0.532694,0.255421,0.082184,2.138346,0.462658
6864,1072,5028,1221,20592,0.055976,0.175738,0.46751,0.175738,0.53249,0.255451,0.082148,2.139279,0.462691
6865,1071,5029,1221,20592,0.055976,0.175574,0.467277,0.175574,0.532723,0.255243,0.082112,2.138216,0.462917
6866,1071,5029,1220,20593,0.05593,0.175574,0.467481,0.175574,0.532519,0.255274,0.082076,2.139149,0.462988
6867,1071,5029,1219,20594,0.055884,0.175574,0.467686,0.175574,0.532314,0.255304,0.082041,2.140083,0.463059
6868,1070,5030,1219,20594,0.055884,0.17541,0.467453,0.17541,0.532547,0.255096,0.082005,2.139019,0.463094
6869,1070,5030,1218,20595,0.055838,0.17541,0.467657,0.17541,0.532343,0.255126,0.081969,2.139954,0.463114
6870,1070,5030,1217,20596,0.055792,0.17541,0.467862,0.17541,0.532138,0.255157,0.081933,2.14089,0.46315
6871,1069,5031,1217,20596,0.055792,0.175246,0.467629,0.175246,0.532371,0.254949,0.081897,2.139825,0.463381
6872,1068,5032,1217,20596,0.055792,0.175082,0.467396,0.175082,0.532604,0.254741,0.081861,2.138758,0.46339
6873,1068,5032,1215,20598,0.055701,0.175082,0.467806,0.175082,0.532194,0.254801,0.08179,2.140632,0.463456
6874,1068,5032,1214,20599,0.055655,0.175082,0.468011,0.175082,0.531989,0.254832,0.081754,2.14157,0.463486
6875,1068,5032,1213,20600,0.055609,0.175082,0.468216,0.175082,0.531784,0.254862,0.081718,2.142509,0.463577
6876,1067,5033,1213,20600,0.055609,0.174918,0.467982,0.174918,0.532018,0.254654,0.081682,2.141442,0.463757
6877,1067,5033,1212,20601,0.055563,0.174918,0.468188,0.174918,0.531812,0.254684,0.081647,2.142381,0.463786
6878,1066,5034,1212,20601,0.055563,0.174754,0.467954,0.174754,0.532046,0.254476,0.081611,2.141313,0.464039
6879,1063,5037,1211,20602,0.055517,0.174262,0.467458,0.174262,0.532542,0.253881,0.081467,2.139043,0.464086
6880,1063,5037,1210,20603,0.055472,0.174262,0.467664,0.174262,0.532336,0.253911,0.081432,2.139984,0.464278
6881,1063,5037,1209,20604,0.055426,0.174262,0.46787,0.174262,0.53213,0.253942,0.081396,2.140926,0.464762
6882,1063,5037,1208,20605,0.05538,0.174262,0.468076,0.174262,0.531924,0.253972,0.08136,2.141869,0.464815
6883,1062,5038,1207,20606,0.055334,0.174098,0.468048,0.174098,0.531952,0.253794,0.081288,2.14174,0.465
6884,1061,5039,1206,20607,0.055288,0.173934,0.468019,0.173934,0.531981,0.253615,0.081217,2.141611,0.46504
6885,1061,5039,1205,20608,0.055242,0.173934,0.468226,0.173934,0.531774,0.253646,0.081181,2.142556,0.465069
6886,1060,5040,1203,20610,0.055151,0.17377,0.468405,0.17377,0.531595,0.253498,0.081073,2.143374,0.465307
6887,1059,5041,1202,20611,0.055105,0.173607,0.468377,0.173607,0.531623,0.253319,0.081002,2.143246,0.465466
6888,1059,5041,1201,20612,0.055059,0.173607,0.468584,0.173607,0.531416,0.253349,0.080966,2.144195,0.465624
6889,1058,5042,1201,20612,0.055059,0.173443,0.468349,0.173443,0.531651,0.25314,0.08093,2.143118,0.4657
6890,1056,5044,1201,20612,0.055059,0.173115,0.467878,0.173115,0.532122,0.252722,0.080858,2.140962,0.465744
6891,1054,5046,1200,20613,0.055013,0.172787,0.467613,0.172787,0.532387,0.252334,0.080751,2.139752,0.465833
6892,1053,5047,1200,20613,0.055013,0.172623,0.467377,0.172623,0.532623,0.252125,0.080715,2.13867,0.465949
6893,1052,5048,1200,20613,0.055013,0.172459,0.46714,0.172459,0.53286,0.251916,0.080679,2.137588,0.466351
6894,1052,5048,1199,20614,0.054967,0.172459,0.467348,0.172459,0.532652,0.251946,0.080643,2.138538,0.46661
6895,1051,5049,1199,20614,0.054967,0.172295,0.467111,0.172295,0.532889,0.251737,0.080608,2.137454,0.466647
6896,1051,5049,1198,20615,0.054921,0.172295,0.467319,0.172295,0.532681,0.251767,0.080572,2.138405,0.466976
6897,1050,5050,1198,20615,0.054921,0.172131,0.467082,0.172131,0.532918,0.251557,0.080536,2.137321,0.467093
6898,1050,5050,1196,20617,0.05483,0.172131,0.467498,0.172131,0.532502,0.251618,0.080464,2.139224,0.467705
6899,1050,5050,1195,20618,0.054784,0.172131,0.467706,0.172131,0.532294,0.251648,0.080428,2.140177,0.467764
6900,1049,5051,1195,20618,0.054784,0.171967,0.467469,0.171967,0.532531,0.251438,0.080393,2.139091,0.467939
6901,1049,5051,1194,20619,0.054738,0.171967,0.467677,0.171967,0.532323,0.251468,0.080357,2.140045,0.468263
6902,1048,5052,1193,20620,0.054692,0.171803,0.467648,0.171803,0.532352,0.251289,0.080285,2.139913,0.468455
6903,1047,5053,1193,20620,0.054692,0.171639,0.467411,0.171639,0.532589,0.251079,0.080249,2.138825,0.468467
6904,1047,5053,1192,20621,0.054646,0.171639,0.467619,0.171639,0.532381,0.251109,0.080214,2.139781,0.468475
6905,1047,5053,1191,20622,0.0546,0.171639,0.467828,0.171639,0.532172,0.251139,0.080178,2.140737,0.468576
6906,1047,5053,1190,20623,0.054555,0.171639,0.468038,0.171639,0.531962,0.251169,0.080142,2.141694,0.468667
6907,1046,5054,1190,20623,0.054555,0.171475,0.4678,0.171475,0.5322,0.25096,0.080106,2.140605,0.468796
6908,1046,5054,1189,20624,0.054509,0.171475,0.468009,0.171475,0.531991,0.25099,0.08007,2.141563,0.468971
6909,1045,5055,1189,20624,0.054509,0.171311,0.467771,0.171311,0.532229,0.25078,0.080034,2.140473,0.469153
6910,1044,5056,1189,20624,0.054509,0.171148,0.467532,0.171148,0.532468,0.25057,0.079999,2.139383,0.469167
6911,1044,5056,1187,20626,0.054417,0.171148,0.467952,0.171148,0.532048,0.25063,0.079927,2.1413,0.469198
6912,1044,5056,1186,20627,0.054371,0.171148,0.468161,0.171148,0.531839,0.25066,0.079891,2.142261,0.469296
6913,1044,5056,1185,20628,0.054325,0.171148,0.468371,0.171148,0.531629,0.25069,0.079855,2.143222,0.46941
6914,1044,5056,1184,20629,0.05428,0.171148,0.468582,0.171148,0.531418,0.25072,0.079819,2.144184,0.469667
6915,1044,5056,1183,20630,0.054234,0.171148,0.468792,0.171148,0.531208,0.250751,0.079784,2.145147,0.469931
6916,1044,5056,1182,20631,0.054188,0.171148,0.469003,0.171148,0.530997,0.250781,0.079748,2.14611,0.47
6917,1044,5056,1180,20633,0.054096,0.171148,0.469424,0.171148,0.530576,0.250841,0.079676,2.14804,0.470023
6918,1043,5057,1179,20634,0.05405,0.170984,0.469397,0.170984,0.530603,0.250661,0.079604,2.147914,0.470048
6919,1043,5057,1178,20635,0.054004,0.170984,0.469608,0.170984,0.530392,0.250691,0.079569,2.148881,0.47019
6920,1043,5057,1177,20636,0.053959,0.170984,0.46982,0.170984,0.53018,0.250721,0.079533,2.149849,0.470714
6921,1043,5057,1176,20637,0.053913,0.170984,0.470032,0.170984,0.529968,0.250751,0.079497,2.150818,0.470751
6922,1043,5057,1175,20638,0.053867,0.170984,0.470243,0.170984,0.529757,0.250781,0.079461,2.151788,0.470833
6923,1043,5057,1174,20639,0.053821,0.170984,0.470456,0.170984,0.529544,0.250812,0.079425,2.152758,0.471171
6924,1043,5057,1173,20640,0.053775,0.170984,0.470668,0.170984,0.529332,0.250842,0.07939,2.15373,0.471342
6925,1042,5058,1172,20641,0.053729,0.17082,0.470641,0.17082,0.529359,0.250662,0.079318,2.153609,0.471916
6926,1042,5058,1171,20642,0.053684,0.17082,0.470854,0.17082,0.529146,0.250692,0.079282,2.154582,0.472072
6927,1042,5058,1170,20643,0.053638,0.17082,0.471067,0.17082,0.528933,0.250722,0.079246,2.155556,0.472183
6928,1042,5058,1169,20644,0.053592,0.17082,0.47128,0.17082,0.52872,0.250752,0.07921,2.156531,0.472291
